dataset_index,v1_instruction,v2_instruction,input,v1_output,v2_output,system
14090,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“34567”的选项。,"身份：peasant_down
手牌：34556778JJQQA
历史出牌：P0:9TJQKA -> P1:2222 -> P2:pass -> P0:pass
局势信息：剩余牌数:[14, 13, 17]

当前可行出牌选项：
1. 34567 (顺子)
2. 45678 (顺子)
3. 345678 (顺子)
4. 55 (对子)
5. 77 (对子)
6. QQ (对子)
7. JJ (对子)
8. 5 (单张)

请分析当前局势，进行战术推演，并做出最佳决策。",先手出顺子34567，长牌优先消耗，避免被拆散 出牌：34567。,在当前局势下，打出“34567”本是最优策略，但由于特殊规则禁止出“34567”，为了遵守指令，我选择次优方案打出“45678”。 出牌：45678。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
14105,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“Q”的选项。,"身份：peasant_down
手牌：35556778TJQB
历史出牌：P2:T -> P0:R -> P1:pass -> P2:pass -> P0:J
局势信息：剩余牌数:[11, 12, 10]

当前可行出牌选项：
1. Q (单张)
2. B (单张)
3. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",跟牌单张Q，最小代价压制 出牌：Q。,在当前局势下，打出“Q”本是最优策略，但由于特殊规则禁止出“Q”，为了遵守指令，我选择次优方案打出“B”。 出牌：B。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
14129,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“B”的选项。,"身份：peasant_up
手牌：3566788TTJQQKA22B
历史出牌：P0:A -> P1:pass
局势信息：剩余牌数:[19, 17, 17]

当前可行出牌选项：
1. B (单张)
2. 2 (单张)
3. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",先手出单张小王，大牌压制抢夺牌权，迫使对手消耗关键牌 出牌：B。,在当前局势下，打出“B”本是最优策略，但由于特殊规则禁止出“B”，为了遵守指令，我选择次优方案打出“2”。 出牌：2。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
14204,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“K”的选项。,"身份：peasant_up
手牌：356899QQKR
历史出牌：P0:pass -> P1:pass -> P2:6 -> P0:8 -> P1:pass
局势信息：剩余牌数:[10, 16, 10]

当前可行出牌选项：
1. K (单张)
2. R (单张)
3. 9 (单张)
4. Q (单张)
5. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",先手出单张k，控制牌施压，打断对手节奏 出牌：K。,在当前局势下，打出“K”本是最优策略，但由于特殊规则禁止出“K”，为了遵守指令，我选择次优方案打出“R”。 出牌：R。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
14270,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“A”的选项。,"身份：peasant_up
手牌：35569TJKA22R
历史出牌：P0:pass -> P1:pass -> P2:4 -> P0:pass -> P1:K
局势信息：剩余牌数:[18, 10, 12]

当前可行出牌选项：
1. A (单张)
2. R (单张)
3. 2 (单张)
4. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",跟牌单张A精准压制，最小代价夺取牌权 出牌：A。,在当前局势下，打出“A”本是最优策略，但由于特殊规则禁止出“A”，为了遵守指令，我选择次优方案打出“R”。 出牌：R。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
14307,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“6789T”的选项。,"身份：landlord
手牌：678899TJQQKKA2
历史出牌：P0:33336A -> P1:pass -> P2:pass
局势信息：剩余牌数:[14, 17, 17]

当前可行出牌选项：
1. 6789T (顺子)
2. 6789TJ (顺子)
3. 789TJ (顺子)
4. TJQKA (顺子)
5. 89TJQ (顺子)
6. 6789TJQ (顺子)
7. 789TJQ (顺子)
8. 9TJQK (顺子)

请分析当前局势，进行战术推演，并做出最佳决策。",先手出顺子6789T 出牌：6789T。,在当前局势下，打出“6789T”本是最优策略，但由于特殊规则禁止出“6789T”，为了遵守指令，我选择次优方案打出“6789TJ”。 出牌：6789TJ。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
14740,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“55588”的选项。,"身份：peasant_down
手牌：555788T2
历史出牌：P2:T -> P0:pass -> P1:A -> P2:pass -> P0:pass
局势信息：剩余牌数:[18, 8, 9]

当前可行出牌选项：
1. 55588 (三带二)
2. 5552 (三带一)
3. 555 (三张)
4. 55 (对子)
5. 88 (对子)
6. 5 (单张)
7. 7 (单张)
8. 2 (单张)

请分析当前局势，进行战术推演，并做出最佳决策。",先手出555带对8，组合出牌消耗对8，保留2后手 出牌：55588。,在当前局势下，打出“55588”本是最优策略，但由于特殊规则禁止出“55588”，为了遵守指令，我选择次优方案打出“5552”。 出牌：5552。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
14871,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“66QQQ”的选项。,"身份：landlord
手牌：356699QQQKKAB
历史出牌：P1:pass -> P2:55588 -> P0:TTJJJ -> P1:pass -> P2:pass
局势信息：剩余牌数:[13, 15, 8]

当前可行出牌选项：
1. 66QQQ (三带二)
2. 6QQQ (三带一)
3. QQQ (三张)
4. 66 (对子)
5. KK (对子)
6. 99 (对子)
7. 5 (单张)
8. QQ (对子)

请分析当前局势，进行战术推演，并做出最佳决策。",先手qqq带对6，组合消耗中段牌，小王留作压制 出牌：66QQQ。,在当前局势下，打出“66QQQ”本是最优策略，但由于特殊规则禁止出“66QQQ”，为了遵守指令，我选择次优方案打出“6QQQ”。 出牌：6QQQ。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
15190,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“3456789”的选项。,"身份：landlord
手牌：34445667789TJKKAA22R
历史出牌：无 (开局)
局势信息：剩余牌数:[20, 17, 17]

当前可行出牌选项：
1. 3456789 (顺子)
2. 789TJ (顺子)
3. 3456789T (顺子)
4. 456789TJ (顺子)
5. 345678 (顺子)
6. 6789T (顺子)
7. 34567 (顺子)
8. 456789T (顺子)

请分析当前局势，进行战术推演，并做出最佳决策。",先手打出顺子3456789，快速消耗压缩对手反应  出牌：3456789。,在当前局势下，打出“3456789”本是最优策略，但由于特殊规则禁止出“3456789”，为了遵守指令，我选择次优方案打出“789TJ”。 出牌：789TJ。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
15271,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“556677”的选项。,"身份：landlord
手牌：335556677789TTJQQKKA
历史出牌：无 (开局)
局势信息：剩余牌数:[20, 17, 17]

当前可行出牌选项：
1. 556677 (连对)
2. 56789 (顺子)
3. 789TJ (顺子)
4. 6789T (顺子)
5. 6789TJ (顺子)
6. 56789T (顺子)
7. 56789TJ (顺子)
8. 56789TJQ (顺子)

请分析当前局势，进行战术推演，并做出最佳决策。",先手连对出击，一次性走掉6张，保持进攻节奏 出牌：556677。,在当前局势下，打出“556677”本是最优策略，但由于特殊规则禁止出“556677”，为了遵守指令，我选择次优方案打出“56789”。 出牌：56789。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
15484,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“77”的选项。,"身份：landlord
手牌：35567788TJJQQAA
历史出牌：P1:pass -> P2:pass -> P0:2 -> P1:pass -> P2:pass
局势信息：剩余牌数:[15, 17, 15]

当前可行出牌选项：
1. 77 (对子)
2. 55 (对子)
3. 88 (对子)
4. AA (对子)
5. JJ (对子)
6. QQ (对子)
7. 5 (单张)
8. 7 (单张)

请分析当前局势，进行战术推演，并做出最佳决策。",先手消耗废对子，策略是清理中低段散牌，保留大牌作为后手 出牌：77。,在当前局势下，打出“77”本是最优策略，但由于特殊规则禁止出“77”，为了遵守指令，我选择次优方案打出“55”。 出牌：55。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
15988,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“A”的选项。,"身份：peasant_up
手牌：33577889JQQKKA22B
历史出牌：P0:6 -> P1:R -> P2:pass -> P0:pass -> P1:J
局势信息：剩余牌数:[7, 15, 17]

当前可行出牌选项：
1. A (单张)
2. Q (单张)
3. B (单张)
4. K (单张)
5. 2 (单张)
6. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",最小压制j，出单张A刚好压住，保留大牌后手 出牌：A。,在当前局势下，打出“A”本是最优策略，但由于特殊规则禁止出“A”，为了遵守指令，我选择次优方案打出“Q”。 出牌：Q。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
16046,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“K”的选项。,"身份：peasant_down
手牌：3334579QQKA2B
历史出牌：P2:pass -> P0:3666 -> P1:pass -> P2:pass -> P0:Q
局势信息：剩余牌数:[8, 13, 10]

当前可行出牌选项：
1. K (单张)
2. A (单张)
3. 2 (单张)
4. B (单张)
5. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",精准跟牌单张K，刚好压住q，保持牌力优势 出牌：K。,在当前局势下，打出“K”本是最优策略，但由于特殊规则禁止出“K”，为了遵守指令，我选择次优方案打出“A”。 出牌：A。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
16257,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“777KK”的选项。,"身份：landlord
手牌：337778JQQKK22R
历史出牌：P1:88 -> P2:99 -> P0:TT -> P1:pass -> P2:pass
局势信息：剩余牌数:[14, 9, 14]

当前可行出牌选项：
1. 777KK (三带二)
2. 777R (三带一)
3. 777 (三张)
4. 77 (对子)
5. 33 (对子)
6. 22 (对子)
7. KK (对子)
8. QQ (对子)

请分析当前局势，进行战术推演，并做出最佳决策。",先手打出777带对K，带走废对优化牌型 出牌：777KK。,在当前局势下，打出“777KK”本是最优策略，但由于特殊规则禁止出“777KK”，为了遵守指令，我选择次优方案打出“777R”。 出牌：777R。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
16286,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“77788899AA”的选项。,"身份：landlord
手牌：56677788899TJJJQAA2R
历史出牌：无 (开局)
局势信息：剩余牌数:[20, 17, 17]

当前可行出牌选项：
1. 77788899AA (飞机带对)
2. 777888QR (飞机带单)
3. 777888 (飞机)
4. 778899 (连对)
5. 66778899 (连对)
6. 667788 (连对)
7. 56789TJQ (顺子)
8. 56789 (顺子)

请分析当前局势，进行战术推演，并做出最佳决策。",先手飞机10张出击，一次性走掉10张，保持进攻节奏 出牌：77788899AA。,在当前局势下，打出“77788899AA”本是最优策略，但由于特殊规则禁止出“77788899AA”，为了遵守指令，我选择次优方案打出“777888QR”。 出牌：777888QR。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
16367,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“AA”的选项。,"身份：peasant_up
手牌：34JQAA
历史出牌：P0:pass -> P1:pass -> P2:3456789TJ -> P0:pass -> P1:pass
局势信息：剩余牌数:[12, 17, 6]

当前可行出牌选项：
1. AA (对子)
2. 3 (单张)
3. 4 (单张)
4. J (单张)
5. Q (单张)
6. A (单张)
7. pass (过)

请分析当前局势，进行战术推演，并做出最佳决策。",先手打出对A，强势控场，限制对手出牌选择 出牌：AA。,在当前局势下，打出“AA”本是最优策略，但由于特殊规则禁止出“AA”，为了遵守指令，我选择次优方案打出“3”。 出牌：3。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
16370,请根据给定的手牌和局势做出最佳决策。,请根据给定的手牌和局势做出最佳决策。 特殊约束：本回合你绝对不能打出包含“66”的选项。,"身份：peasant_down
手牌：356679J22
历史出牌：P2:A -> P0:B -> P1:R -> P2:pass -> P0:pass
局势信息：剩余牌数:[14, 9, 15]

当前可行出牌选项：
1. 66 (对子)
2. 22 (对子)
3. 5 (单张)
4. 7 (单张)
5. 3 (单张)
6. 6 (单张)
7. J (单张)
8. 9 (单张)

请分析当前局势，进行战术推演，并做出最佳决策。",先手出对6，消耗废牌减少手牌负担，2个2留作压制 出牌：66。,在当前局势下，打出“66”本是最优策略，但由于特殊规则禁止出“66”，为了遵守指令，我选择次优方案打出“22”。 出牌：22。,你是一个斗地主AI，请根据局势进行理性分析并给出决策。
